artists,duration_ms_x,explicit,id_x,name,popularity,search_query,acousticness,analysis_url,danceability,duration_ms_y,energy,id_y,instrumentalness,key_x,liveness,loudness_x,mode_x,speechiness,tempo_x,time_signature_x,track_href,type,uri,valence,analysis_channels,analysis_sample_rate,duration,end_of_fade_in,id,key_y,key_confidence,loudness_y,mode_y,mode_confidence,num_samples,offset_seconds,sample_md5,start_of_fade_out,tempo_y,tempo_confidence,time_signature_y,time_signature_confidence,window_seconds
Ariana Grande,205920,False,2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,88,ariana grande no tears left to cry,0.04,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,0.699,205920,0.713,2qT1uLXPVPzGgFOx4jtEuo,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,audio_features,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.354,1,22050,205.92,0.24385,2qT1uLXPVPzGgFOx4jtEuo,9,0.186,-5.507,0,0.301,4540536,0,,201.68853,121.993,0.85,4,1.0,0
"Ariana Grande, Nicki Minaj",226160,True,1pKeFVVUOPjFsOABub0OaV,Side To Side,83,ariana grande side to side,0.0513,https://api.spotify.com/v1/audio-analysis/1pKeFVVUOPjFsOABub0OaV,0.65,226160,0.736,1pKeFVVUOPjFsOABub0OaV,0.0,6,0.235,-5.84,0,0.229,159.174,4,https://api.spotify.com/v1/tracks/1pKeFVVUOPjFsOABub0OaV,audio_features,spotify:track:1pKeFVVUOPjFsOABub0OaV,0.612,1,22050,226.16,0.24948,1pKeFVVUOPjFsOABub0OaV,6,0.569,-5.84,0,0.609,4986828,0,,218.25016,159.174,0.386,4,1.0,0
"Ariana Grande, Nicki Minaj",228373,True,0sdbFOyfgAhAhWq8DpzkaW,the light is coming (feat. Nicki Minaj),73,ariana grande the light is coming,0.0122,https://api.spotify.com/v1/audio-analysis/0sdbFOyfgAhAhWq8DpzkaW,0.877,228373,0.547,0sdbFOyfgAhAhWq8DpzkaW,1.51e-05,7,0.028,-5.705,1,0.18,99.034,4,https://api.spotify.com/v1/tracks/0sdbFOyfgAhAhWq8DpzkaW,audio_features,spotify:track:0sdbFOyfgAhAhWq8DpzkaW,0.687,1,22050,228.37333,3.11147,0sdbFOyfgAhAhWq8DpzkaW,7,0.019,-5.705,1,0.171,5035632,0,,223.95646,99.034,0.311,4,1.0,0
Auli'i Cravalho,163386,False,6mb6lVLNrcUgLnEN8QnDJd,How Far I'll Go,76,auli'i cravalho how far i'll go,0.603,https://api.spotify.com/v1/audio-analysis/6mb6lVLNrcUgLnEN8QnDJd,0.576,163387,0.319,6mb6lVLNrcUgLnEN8QnDJd,0.0,4,0.173,-10.934,1,0.0518,83.632,4,https://api.spotify.com/v1/tracks/6mb6lVLNrcUgLnEN8QnDJd,audio_features,spotify:track:6mb6lVLNrcUgLnEN8QnDJd,0.0921,1,22050,163.38667,4.04027,6mb6lVLNrcUgLnEN8QnDJd,1,0.188,-10.958,0,0.418,3602676,0,,157.2107,83.72,0.253,4,0.878,0
Avicii,247426,False,4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,85,avicii wake me up!,0.00346,https://api.spotify.com/v1/audio-analysis/4h8VwCb1MTGoLKueQ1WgbD,0.518,247427,0.784,4h8VwCb1MTGoLKueQ1WgbD,0.00187,2,0.171,-5.659,1,0.0524,124.102,4,https://api.spotify.com/v1/tracks/4h8VwCb1MTGoLKueQ1WgbD,audio_features,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,0.588,1,22050,247.42667,0.99909,4h8VwCb1MTGoLKueQ1WgbD,2,0.335,-5.659,1,0.52,5455758,0,,240.35556,124.102,0.734,4,0.791,0
Ayo & Teo,238586,False,0pSBuHjILhNEo55xK1zrRt,Rolex,76,ayo rolex,0.0837,https://api.spotify.com/v1/audio-analysis/0pSBuHjILhNEo55xK1zrRt,0.804,238587,0.886,0pSBuHjILhNEo55xK1zrRt,0.0,1,0.266,-2.512,1,0.04,144.946,4,https://api.spotify.com/v1/tracks/0pSBuHjILhNEo55xK1zrRt,audio_features,spotify:track:0pSBuHjILhNEo55xK1zrRt,0.789,1,22050,238.58667,0.19161,0pSBuHjILhNEo55xK1zrRt,1,0.492,-2.512,1,0.406,5260836,0,,225.84308,144.946,0.935,4,0.903,0
BLACKPINK,209355,False,2aI2k39nfa3KFsa4JclQzw,DDU-DU DDU-DU,80,blackpink ddu-du ddu-du,0.0323,https://api.spotify.com/v1/audio-analysis/2aI2k39nfa3KFsa4JclQzw,0.671,209355,0.859,2aI2k39nfa3KFsa4JclQzw,0.0,4,0.267,-3.922,0,0.0833,139.931,4,https://api.spotify.com/v1/tracks/2aI2k39nfa3KFsa4JclQzw,audio_features,spotify:track:2aI2k39nfa3KFsa4JclQzw,0.389,1,22050,209.35533,0.22653,2aI2k39nfa3KFsa4JclQzw,4,0.562,-3.922,0,0.508,4616285,0,,203.07011,139.931,0.462,4,0.991,0
BTS,223122,False,5SE57ljOIUJ1ybL9U6CuBH,DNA,77,bts dna,0.022,https://api.spotify.com/v1/audio-analysis/5SE57ljOIUJ1ybL9U6CuBH,0.598,223123,0.775,5SE57ljOIUJ1ybL9U6CuBH,0.0,1,0.0677,-4.035,0,0.0545,129.819,4,https://api.spotify.com/v1/tracks/5SE57ljOIUJ1ybL9U6CuBH,audio_features,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,0.687,1,22050,223.12268,0.19741,5SE57ljOIUJ1ybL9U6CuBH,1,0.585,-4.035,0,0.618,4919855,0,,220.06712,129.819,0.214,4,0.784,0
BTS,242333,False,3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE,80,bts fake love,0.00267,https://api.spotify.com/v1/audio-analysis/3aW0ds4A4tSQDIp75FqWTo,0.557,242334,0.719,3aW0ds4A4tSQDIp75FqWTo,0.0,2,0.306,-4.515,0,0.0372,77.501,4,https://api.spotify.com/v1/tracks/3aW0ds4A4tSQDIp75FqWTo,audio_features,spotify:track:3aW0ds4A4tSQDIp75FqWTo,0.344,1,22050,242.33351,0.23215,3aW0ds4A4tSQDIp75FqWTo,2,0.556,-4.515,0,0.549,5343454,0,,235.23556,77.501,0.068,4,1.0,0
"BTS, Desiigner, Steve Aoki",238726,False,7Ed6BkggCS2KaKY5YlINaF,MIC Drop (feat. Desiigner) [Steve Aoki Remix],72,bts mic drop,0.0157,https://api.spotify.com/v1/audio-analysis/7Ed6BkggCS2KaKY5YlINaF,0.613,238726,0.842,7Ed6BkggCS2KaKY5YlINaF,0.0,10,0.23,-4.332,0,0.219,169.917,4,https://api.spotify.com/v1/tracks/7Ed6BkggCS2KaKY5YlINaF,audio_features,spotify:track:7Ed6BkggCS2KaKY5YlINaF,0.645,1,22050,238.72649,0.16249,7Ed6BkggCS2KaKY5YlINaF,10,0.355,-4.332,0,0.434,5263919,0,,236.62295,169.917,0.34,4,0.862,0
Backstreet Boys,215724,False,79Mjfhh393dZdAsTvUFDR6,Don't Go Breaking My Heart,68,backstreet boys don't go breaking my heart,0.0218,https://api.spotify.com/v1/audio-analysis/79Mjfhh393dZdAsTvUFDR6,0.541,215724,0.703,79Mjfhh393dZdAsTvUFDR6,0.0,0,0.0964,-5.573,1,0.102,94.858,4,https://api.spotify.com/v1/tracks/79Mjfhh393dZdAsTvUFDR6,audio_features,spotify:track:79Mjfhh393dZdAsTvUFDR6,0.238,1,22050,215.72417,0.08735,79Mjfhh393dZdAsTvUFDR6,0,0.542,-5.573,1,0.532,4756718,0,,208.51519,94.858,0.667,4,0.997,0
Bad Wolves,254805,False,1vNoA9F5ASnlBISFekDmg3,Zombie,75,bad wolves zombie,0.00756,https://api.spotify.com/v1/audio-analysis/1vNoA9F5ASnlBISFekDmg3,0.448,254805,0.826,1vNoA9F5ASnlBISFekDmg3,0.0,2,0.117,-3.244,0,0.0319,77.093,4,https://api.spotify.com/v1/tracks/1vNoA9F5ASnlBISFekDmg3,audio_features,spotify:track:1vNoA9F5ASnlBISFekDmg3,0.19,1,22050,254.80522,0.38399,1vNoA9F5ASnlBISFekDmg3,2,0.507,-3.244,0,0.557,5618455,0,,239.76345,77.093,0.159,4,1.0,0
Bazzi,131064,True,7uzmGiiJyRfuViKKK3lVmR,Mine,85,bazzi mine,0.0161,https://api.spotify.com/v1/audio-analysis/7uzmGiiJyRfuViKKK3lVmR,0.71,131064,0.789,7uzmGiiJyRfuViKKK3lVmR,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,4,https://api.spotify.com/v1/tracks/7uzmGiiJyRfuViKKK3lVmR,audio_features,spotify:track:7uzmGiiJyRfuViKKK3lVmR,0.717,1,22050,131.06431,0.06367,7uzmGiiJyRfuViKKK3lVmR,4,0.128,-3.874,1,0.342,2889968,0,,127.70395,142.929,0.471,4,0.91,0
Bebe Rexha,191786,False,2jB9QaPJyVdz2Q0Va8rrnU,I Got You,66,bebe rexha i got you,0.0498,https://api.spotify.com/v1/audio-analysis/2jB9QaPJyVdz2Q0Va8rrnU,0.606,191787,0.887,2jB9QaPJyVdz2Q0Va8rrnU,3.47e-06,9,0.0958,-4.782,0,0.052,97.972,4,https://api.spotify.com/v1/tracks/2jB9QaPJyVdz2Q0Va8rrnU,audio_features,spotify:track:2jB9QaPJyVdz2Q0Va8rrnU,0.349,1,22050,191.78667,0.24925,2jB9QaPJyVdz2Q0Va8rrnU,9,0.315,-4.782,0,0.382,4228896,0,,185.67256,97.972,0.599,4,1.0,0
"Bebe Rexha, Florida Georgia Line",163870,False,7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),85,bebe rexha meant to be,0.047,https://api.spotify.com/v1/audio-analysis/7iDa6hUg2VgEL1o1HjmfBn,0.643,163870,0.783,7iDa6hUg2VgEL1o1HjmfBn,0.0,10,0.083,-6.458,1,0.0856,154.084,4,https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn,audio_features,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.579,1,22050,163.87029,0.24327,7iDa6hUg2VgEL1o1HjmfBn,10,0.373,-6.458,1,0.393,3613340,0,,159.58494,154.084,0.093,4,0.849,0
"Becky G, Bad Bunny",202453,False,7JNh1cfm0eXjqFVOzKLyau,Mayores,78,becky g mayores,0.141,https://api.spotify.com/v1/audio-analysis/7JNh1cfm0eXjqFVOzKLyau,0.743,202453,0.855,7JNh1cfm0eXjqFVOzKLyau,0.0045,5,0.099,-3.976,0,0.0436,96.989,4,https://api.spotify.com/v1/tracks/7JNh1cfm0eXjqFVOzKLyau,audio_features,spotify:track:7JNh1cfm0eXjqFVOzKLyau,0.871,1,22050,202.45333,0.10449,7JNh1cfm0eXjqFVOzKLyau,5,0.483,-3.976,0,0.584,4464096,0,,197.54957,96.989,0.797,4,1.0,0
"Bhad Bhabie, Lil Yachty",151850,True,3hv6ndi7uFT9L9wrhQCsqY,Gucci Flip Flops (feat. Lil Yachty),76,bhad bhabie gucci flip flops,0.0351,https://api.spotify.com/v1/audio-analysis/3hv6ndi7uFT9L9wrhQCsqY,0.82,151851,0.603,3hv6ndi7uFT9L9wrhQCsqY,0.0159,8,0.122,-7.18,1,0.308,159.976,4,https://api.spotify.com/v1/tracks/3hv6ndi7uFT9L9wrhQCsqY,audio_features,spotify:track:3hv6ndi7uFT9L9wrhQCsqY,0.177,1,22050,151.85066,0.15669,3hv6ndi7uFT9L9wrhQCsqY,8,0.375,-7.18,1,0.508,3348307,0,,143.1278,159.976,0.067,4,0.66,0
Bhad Bhabie,104528,True,5JW8njiQorZ7m2VHYddTt6,Hi Bich,67,bhad bhabie hi bich,0.156,https://api.spotify.com/v1/audio-analysis/5JW8njiQorZ7m2VHYddTt6,0.924,104528,0.387,5JW8njiQorZ7m2VHYddTt6,0.000331,8,0.0973,-7.738,1,0.115,120.014,4,https://api.spotify.com/v1/tracks/5JW8njiQorZ7m2VHYddTt6,audio_features,spotify:track:5JW8njiQorZ7m2VHYddTt6,0.0624,1,22050,104.52812,0.14454,5JW8njiQorZ7m2VHYddTt6,8,0.36,-7.738,1,0.507,2304845,0,,101.39574,120.014,0.369,4,1.0,0
Bhad Bhabie,140007,True,6SUxrwVN19Kmd9JfIbjJUj,These Heaux,62,bhad bhabie these heaux,0.215,https://api.spotify.com/v1/audio-analysis/6SUxrwVN19Kmd9JfIbjJUj,0.852,140008,0.577,6SUxrwVN19Kmd9JfIbjJUj,0.0,6,0.138,-6.347,0,0.16,119.986,4,https://api.spotify.com/v1/tracks/6SUxrwVN19Kmd9JfIbjJUj,audio_features,spotify:track:6SUxrwVN19Kmd9JfIbjJUj,0.448,1,22050,140.00771,0.0,6SUxrwVN19Kmd9JfIbjJUj,6,0.162,-6.347,0,0.0,3087170,0,,130.71673,119.986,0.536,4,1.0,0
Big Sean,222360,True,0SGkqnVQo9KPytSri1H6cF,Bounce Back,78,big sean bounce back,0.105,https://api.spotify.com/v1/audio-analysis/0SGkqnVQo9KPytSri1H6cF,0.77,222360,0.567,0SGkqnVQo9KPytSri1H6cF,0.0,2,0.125,-5.698,1,0.175,81.477,4,https://api.spotify.com/v1/tracks/0SGkqnVQo9KPytSri1H6cF,audio_features,spotify:track:0SGkqnVQo9KPytSri1H6cF,0.26,1,22050,222.36,0.0,0SGkqnVQo9KPytSri1H6cF,2,0.012,-5.698,1,0.295,4903038,0,,213.72227,81.477,0.114,4,0.993,0
"Big Sean, Metro Boomin, Travis Scott",268946,True,3wAI7MIQtTgwcRmwchPZBc,Go Legend (& Metro Boomin),66,big sean go legend,0.0167,https://api.spotify.com/v1/audio-analysis/3wAI7MIQtTgwcRmwchPZBc,0.656,268947,0.564,3wAI7MIQtTgwcRmwchPZBc,1.39e-06,1,0.165,-8.925,0,0.0883,150.014,4,https://api.spotify.com/v1/tracks/3wAI7MIQtTgwcRmwchPZBc,audio_features,spotify:track:3wAI7MIQtTgwcRmwchPZBc,0.25,1,22050,268.94667,0.09293,3wAI7MIQtTgwcRmwchPZBc,1,0.67,-8.925,0,0.645,5930274,0,,262.19973,150.014,0.259,4,0.968,0
Big Sean,230960,True,4atJ40xfasjdM9ZF3p07BV,Halfway Off The Balcony,57,big sean halfway off the balcony,0.36,https://api.spotify.com/v1/audio-analysis/4atJ40xfasjdM9ZF3p07BV,0.529,230960,0.809,4atJ40xfasjdM9ZF3p07BV,0.0,8,0.242,-6.554,1,0.269,125.285,4,https://api.spotify.com/v1/tracks/4atJ40xfasjdM9ZF3p07BV,audio_features,spotify:track:4atJ40xfasjdM9ZF3p07BV,0.136,1,22050,230.96,0.0,4atJ40xfasjdM9ZF3p07BV,8,0.461,-6.554,1,0.596,5092668,0,,230.96001,125.285,0.457,4,0.932,0
Big Sean,213693,True,1jQsKN68yE94tMYml0wHMd,Jump Out The Window,71,big sean jump out the window,0.147,https://api.spotify.com/v1/audio-analysis/1jQsKN68yE94tMYml0wHMd,0.745,213693,0.714,1jQsKN68yE94tMYml0wHMd,0.0,1,0.132,-6.729,1,0.0768,136.972,4,https://api.spotify.com/v1/tracks/1jQsKN68yE94tMYml0wHMd,audio_features,spotify:track:1jQsKN68yE94tMYml0wHMd,0.554,1,22050,213.69333,0.0,1jQsKN68yE94tMYml0wHMd,1,0.271,-6.729,1,0.552,4711938,0,,206.76209,136.972,0.813,4,0.857,0
"Big Sean, Jeremih",210506,True,0URaKGzNTtzKRtsJN1RkA9,Light,55,big sean light,0.831,https://api.spotify.com/v1/audio-analysis/0URaKGzNTtzKRtsJN1RkA9,0.578,210507,0.608,0URaKGzNTtzKRtsJN1RkA9,0.0,7,0.108,-5.997,0,0.0507,84.932,4,https://api.spotify.com/v1/tracks/0URaKGzNTtzKRtsJN1RkA9,audio_features,spotify:track:0URaKGzNTtzKRtsJN1RkA9,0.199,1,22050,210.50667,0.0,0URaKGzNTtzKRtsJN1RkA9,7,0.835,-5.997,0,0.791,4641672,0,,201.89751,84.932,0.1,4,1.0,0
Big Sean,142906,True,0Fv5N0cHBsl4bzCbollCAS,Moves,70,big sean moves,0.0541,https://api.spotify.com/v1/audio-analysis/0Fv5N0cHBsl4bzCbollCAS,0.789,142907,0.53,0Fv5N0cHBsl4bzCbollCAS,0.0,2,0.164,-6.2,1,0.293,75.515,4,https://api.spotify.com/v1/tracks/0Fv5N0cHBsl4bzCbollCAS,audio_features,spotify:track:0Fv5N0cHBsl4bzCbollCAS,0.367,1,22050,142.90667,0.0,0Fv5N0cHBsl4bzCbollCAS,2,0.595,-6.2,1,0.503,3151092,0,,138.06005,75.515,0.499,4,1.0,0
"Big Sean, Eminem",325840,True,1MksGqIztTT6M9R1ErKVs8,No Favors,64,big sean no favors,0.608,https://api.spotify.com/v1/audio-analysis/1MksGqIztTT6M9R1ErKVs8,0.58,325840,0.768,1MksGqIztTT6M9R1ErKVs8,1.05e-06,11,0.342,-5.482,1,0.386,124.719,5,https://api.spotify.com/v1/tracks/1MksGqIztTT6M9R1ErKVs8,audio_features,spotify:track:1MksGqIztTT6M9R1ErKVs8,0.351,1,22050,325.84,0.0,1MksGqIztTT6M9R1ErKVs8,11,0.433,-5.482,1,0.449,7184772,0,,319.81424,124.719,0.247,5,0.801,0
Big Sean,271693,True,1u0MOgWF1bbylVxpJG2ZjB,Owe Me,58,big sean owe me,0.388,https://api.spotify.com/v1/audio-analysis/1u0MOgWF1bbylVxpJG2ZjB,0.611,271693,0.611,1u0MOgWF1bbylVxpJG2ZjB,0.0,8,0.113,-8.751,1,0.143,142.187,4,https://api.spotify.com/v1/tracks/1u0MOgWF1bbylVxpJG2ZjB,audio_features,spotify:track:1u0MOgWF1bbylVxpJG2ZjB,0.38,1,22050,271.69333,0.0,1u0MOgWF1bbylVxpJG2ZjB,8,0.401,-8.751,1,0.526,5990838,0,,265.73497,142.187,0.195,4,0.901,0
"Big Sean, Metro Boomin, 21 Savage",227533,True,7DuvVy7JfFgXwWlVzyyPys,Pull Up N Wreck (& Metro Boomin),62,big sean pull up n wreck,0.00806,https://api.spotify.com/v1/audio-analysis/7DuvVy7JfFgXwWlVzyyPys,0.49,227533,0.44,7DuvVy7JfFgXwWlVzyyPys,0.00103,10,0.186,-7.76,1,0.353,173.095,4,https://api.spotify.com/v1/tracks/7DuvVy7JfFgXwWlVzyyPys,audio_features,spotify:track:7DuvVy7JfFgXwWlVzyyPys,0.091,1,22050,227.53333,0.0,7DuvVy7JfFgXwWlVzyyPys,10,0.052,-7.76,1,0.43,5017110,0,,227.53334,173.095,0.258,4,1.0,0
"Big Sean, Migos",287320,True,1r0faljjM2b876iNoaDUh5,Sacrifices,63,big sean sacrifices,0.284,https://api.spotify.com/v1/audio-analysis/1r0faljjM2b876iNoaDUh5,0.77,287320,0.565,1r0faljjM2b876iNoaDUh5,0.0,10,0.257,-7.641,0,0.272,141.999,4,https://api.spotify.com/v1/tracks/1r0faljjM2b876iNoaDUh5,audio_features,spotify:track:1r0faljjM2b876iNoaDUh5,0.394,1,22050,287.32,0.0,1r0faljjM2b876iNoaDUh5,10,0.391,-7.641,0,0.535,6335406,0,,281.18204,141.999,0.43,4,0.89,0
"Billie Eilish, Khalid",200185,False,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),92,billie eilish lovely,0.934,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,0.351,200186,0.296,0u2P5u6lvoDfwTYjAADbn4,0.0,4,0.095,-10.109,0,0.0333,115.284,4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,audio_features,spotify:track:0u2P5u6lvoDfwTYjAADbn4,0.12,1,22050,200.18571,2.02594,0u2P5u6lvoDfwTYjAADbn4,4,0.498,-10.109,0,0.592,4414095,0,,190.6068,115.284,0.152,4,0.771,0
Billy Currington,234306,False,3I7krC8kr0gFR7P6vInR1I,Do I Make You Wanna,74,billy currington do i make you wanna,0.122,https://api.spotify.com/v1/audio-analysis/3I7krC8kr0gFR7P6vInR1I,0.549,234306,0.751,3I7krC8kr0gFR7P6vInR1I,0.0,9,0.208,-5.423,1,0.0299,89.953,4,https://api.spotify.com/v1/tracks/3I7krC8kr0gFR7P6vInR1I,audio_features,spotify:track:3I7krC8kr0gFR7P6vInR1I,0.493,1,22050,234.30612,0.23224,3I7krC8kr0gFR7P6vInR1I,9,0.498,-5.423,1,0.546,5166450,0,,226.29007,89.953,0.327,4,0.838,0
Blac Youngsta,160037,True,0FbSpY8RPxTRxi1Fpj9Dz9,Booty,65,blac youngsta booty,0.000831,https://api.spotify.com/v1/audio-analysis/0FbSpY8RPxTRxi1Fpj9Dz9,0.938,160038,0.549,0FbSpY8RPxTRxi1Fpj9Dz9,0.000243,1,0.082,-8.368,1,0.098,144.005,4,https://api.spotify.com/v1/tracks/0FbSpY8RPxTRxi1Fpj9Dz9,audio_features,spotify:track:0FbSpY8RPxTRxi1Fpj9Dz9,0.412,1,22050,160.03769,0.0,0FbSpY8RPxTRxi1Fpj9Dz9,1,0.778,-8.368,1,0.532,3528831,0,,160.03769,144.005,0.879,4,0.593,0
blackbear,212027,True,3Q3myFA7q4Op95DOpHplaY,do re mi,79,blackbear do re mi,0.00419,https://api.spotify.com/v1/audio-analysis/3Q3myFA7q4Op95DOpHplaY,0.742,212027,0.599,3Q3myFA7q4Op95DOpHplaY,1.02e-05,8,0.126,-6.256,1,0.0465,110.977,3,https://api.spotify.com/v1/tracks/3Q3myFA7q4Op95DOpHplaY,audio_features,spotify:track:3Q3myFA7q4Op95DOpHplaY,0.154,1,22050,212.02703,0.13333,3Q3myFA7q4Op95DOpHplaY,8,0.502,-6.256,1,0.371,4675196,0,,197.50893,110.977,0.762,3,0.367,0
Blake Shelton,189466,False,5sjIhQzNljMVrDklI91ezp,A Guy With a Girl,67,blake shelton a guy with a girl,0.0158,https://api.spotify.com/v1/audio-analysis/5sjIhQzNljMVrDklI91ezp,0.552,189467,0.893,5sjIhQzNljMVrDklI91ezp,0.0,0,0.105,-4.593,1,0.0383,163.948,4,https://api.spotify.com/v1/tracks/5sjIhQzNljMVrDklI91ezp,audio_features,spotify:track:5sjIhQzNljMVrDklI91ezp,0.777,1,22050,189.46667,0.16231,5sjIhQzNljMVrDklI91ezp,0,0.585,-4.593,1,0.607,4177740,0,,178.64853,163.948,0.505,4,0.805,0
Blake Shelton,214800,False,0c4ICGb0jvszKj3KPR59JU,Every Time I Hear That Song,62,blake shelton every time i hear that song,0.0558,https://api.spotify.com/v1/audio-analysis/0c4ICGb0jvszKj3KPR59JU,0.523,214800,0.725,0c4ICGb0jvszKj3KPR59JU,6.96e-06,2,0.0937,-5.448,1,0.0339,155.855,4,https://api.spotify.com/v1/tracks/0c4ICGb0jvszKj3KPR59JU,audio_features,spotify:track:0c4ICGb0jvszKj3KPR59JU,0.528,1,22050,214.8,0.19746,0c4ICGb0jvszKj3KPR59JU,2,0.221,-5.448,1,0.397,4736340,0,,197.04454,155.855,0.276,4,0.97,0
Blake Shelton,219600,False,5slddJ629YcePvqD6Uyk8r,I Lived It,66,blake shelton i lived it,0.476,https://api.spotify.com/v1/audio-analysis/5slddJ629YcePvqD6Uyk8r,0.557,219600,0.571,5slddJ629YcePvqD6Uyk8r,0.00114,10,0.101,-8.106,1,0.0281,80.981,4,https://api.spotify.com/v1/tracks/5slddJ629YcePvqD6Uyk8r,audio_features,spotify:track:5slddJ629YcePvqD6Uyk8r,0.392,1,22050,219.6,0.19166,5slddJ629YcePvqD6Uyk8r,10,0.404,-8.106,1,0.471,4842180,0,,207.96952,80.981,0.217,4,1.0,0
Blake Shelton,183640,False,609qKv3KPAbdtp0LQH2buA,I'll Name the Dogs,64,blake shelton i'll name the dogs,0.171,https://api.spotify.com/v1/audio-analysis/609qKv3KPAbdtp0LQH2buA,0.348,183640,0.87,609qKv3KPAbdtp0LQH2buA,4.4e-06,4,0.202,-5.86,1,0.137,83.392,4,https://api.spotify.com/v1/tracks/609qKv3KPAbdtp0LQH2buA,audio_features,spotify:track:609qKv3KPAbdtp0LQH2buA,0.763,1,22050,183.64,2.10141,609qKv3KPAbdtp0LQH2buA,4,0.629,-5.86,1,0.557,4049262,0,,173.62141,83.392,0.029,4,1.0,0
"BlocBoy JB, Drake",181263,True,4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),85,blocboy jb look alive,0.00104,https://api.spotify.com/v1/audio-analysis/4qKcDkK6siZ7Jp1Jb4m0aL,0.922,181263,0.581,4qKcDkK6siZ7Jp1Jb4m0aL,5.86e-05,10,0.105,-7.495,1,0.27,140.022,4,https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL,audio_features,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,0.595,1,22050,181.2634,0.0,4qKcDkK6siZ7Jp1Jb4m0aL,10,0.0,-7.495,1,0.223,3996858,0,,177.43528,140.022,0.801,4,1.0,0
Bobby Helms,130973,False,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,56,bobby helms jingle bell rock,0.643,https://api.spotify.com/v1/audio-analysis/7vQbuQcyTflfCIOu3Uzzya,0.754,130973,0.424,7vQbuQcyTflfCIOu3Uzzya,0.0,2,0.0652,-8.463,1,0.0363,119.705,4,https://api.spotify.com/v1/tracks/7vQbuQcyTflfCIOu3Uzzya,audio_features,spotify:track:7vQbuQcyTflfCIOu3Uzzya,0.806,1,22050,130.97333,0.36576,7vQbuQcyTflfCIOu3Uzzya,2,0.581,-8.463,1,0.623,2887962,0,,123.90168,119.705,0.765,4,1.0,0
Brad Paisley,229338,False,1IO13V09b01gLSbmZJZ9dM,Today,57,brad paisley today,0.539,https://api.spotify.com/v1/audio-analysis/1IO13V09b01gLSbmZJZ9dM,0.347,229338,0.632,1IO13V09b01gLSbmZJZ9dM,0.00226,2,0.121,-6.998,1,0.0381,74.257,3,https://api.spotify.com/v1/tracks/1IO13V09b01gLSbmZJZ9dM,audio_features,spotify:track:1IO13V09b01gLSbmZJZ9dM,0.285,1,22050,229.3381,0.0,1IO13V09b01gLSbmZJZ9dM,2,0.819,-6.998,1,0.816,5056905,0,,214.97615,74.257,0.055,3,0.6,0
Brantley Gilbert,187760,False,48tAdjG4ng2JfECa7OQujk,The Weekend,65,brantley gilbert the weekend,0.0496,https://api.spotify.com/v1/audio-analysis/48tAdjG4ng2JfECa7OQujk,0.511,187760,0.812,48tAdjG4ng2JfECa7OQujk,1.64e-06,6,0.0829,-4.763,0,0.0464,81.992,4,https://api.spotify.com/v1/tracks/48tAdjG4ng2JfECa7OQujk,audio_features,spotify:track:48tAdjG4ng2JfECa7OQujk,0.692,1,22050,187.76,0.33619,48tAdjG4ng2JfECa7OQujk,6,0.461,-4.763,0,0.506,4140108,0,,181.4059,81.992,0.21,4,1.0,0
Brenda Lee,126266,False,2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,55,brenda lee rockin' around the christmas tree,0.614,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97,0.589,126267,0.472,2EjXfH91m7f8HiJN1yQg97,0.0,8,0.505,-8.749,1,0.0502,67.196,4,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,audio_features,spotify:track:2EjXfH91m7f8HiJN1yQg97,0.898,1,22050,126.26667,0.48653,2EjXfH91m7f8HiJN1yQg97,8,0.438,-8.749,1,0.585,2784180,0,,121.56227,67.196,0.0,4,0.875,0
